Last Access Date	Host	Name	Value	Created Date	Expiration Date	Path
2025-01-07 07:59:17	.mediago.io	__mguid_	72b929212ce906eb2thdd900m5m6jcsm	2025-01-07 07:59:17	2026-01-07 07:59:17	/
2025-01-07 07:59:18	.popin.cc	__mguid_	72b9292154c4cb502t7kzk00m5m6jdfi	2025-01-07 07:59:18	2026-01-07 07:59:18	/
2025-01-07 08:03:31	.go.sonobi.com	__uih	1	2025-01-07 07:59:20	2025-01-07 08:04:19	/
2025-01-07 07:59:14	.crwdcntrl.net	_cc_dc	2	2025-01-07 07:59:14	2025-10-04 07:09:59	/
2025-01-07 07:59:14	.crwdcntrl.net	_cc_id	35c5887d38946a7df0724781632b6dff	2025-01-07 07:59:14	2025-10-04 07:09:59	/
2025-01-07 08:03:31	.pasteboard.co	_cc_id	35c5887d38946a7df0724781632b6dff	2025-01-07 07:59:14	2025-10-04 07:59:14	/
2025-01-07 08:03:31	.pasteboard.co	_ga	GA1.1.1773381810.1736236751	2025-01-07 07:59:10	2026-02-11 07:59:10	/
2025-01-07 08:03:31	.pasteboard.co	_ga_0HT7THSKY9	GS1.1.1736236750.1.0.1736236750.0.0.0	2025-01-07 07:59:10	2026-02-11 07:59:10	/
2025-01-07 07:59:18	.brand-display.com	_knxq_	2349c83a-903b-a1d2-fc142b00.1736236759.0.1736236759.1736236759	2025-01-07 07:59:18	2026-02-11 07:59:18	/
2025-01-07 07:59:21	.lijit.com	_ljtrtb_80	M5M6J9PY-21-5FWV	2025-01-07 07:59:21	2026-01-07 07:59:21	/
2025-01-07 08:03:31	pasteboard.co	_lr_env_src_ats	false	2025-01-07 07:59:08	2025-02-06 07:59:08	/
2025-01-07 08:03:31	pasteboard.co	_lr_geo_location	TH	2025-01-07 07:59:13	2025-01-09 07:59:13	/
2025-01-07 08:03:31	pasteboard.co	_lr_geo_location_state	10	2025-01-07 07:59:13	2025-01-09 07:59:13	/
2025-01-07 08:03:31	pasteboard.co	_lr_retry_request	true	2025-01-07 07:59:08	2025-01-07 08:59:08	/
2025-01-07 08:03:31	.pasteboard.co	_pubcid	39acc0c6-9e55-4619-ad38-2755c3e76f3b	2025-01-07 07:59:18	2026-01-07 07:59:18	/
2025-01-07 08:03:31	.pasteboard.co	_pubcid_cst	Ryz5LF8s6Q%3D%3D	2025-01-07 07:59:18	2026-01-07 07:59:18	/
2025-01-07 07:59:21	.a-mo.net	_sv3_7	1	2025-01-07 07:59:21	2025-01-08 07:59:21	/
2025-01-07 08:03:31	.go.sonobi.com	_usd_pasteboard.co	0eb7e52a-3bba-4c2e-9cce-1ed7523a5132	2025-01-07 07:59:20	2025-01-08 07:59:19	/
2025-01-07 07:59:18	.admanmedia.com	ac_r	CS139	2025-01-07 07:59:18	2025-01-14 07:05:08	/
2025-01-07 07:59:18	.admanmedia.com	admtr	3cc3b96d-bd53-4471-ac66-34778dbf318f	2025-01-07 07:59:18	2025-01-14 07:05:08	/
2025-01-07 07:59:21	.a-mo.net	amuid2	16a4542a-c2f6-4a85-b349-23160c02765c	2025-01-07 07:59:21	2026-01-07 07:59:21	/
2025-01-07 08:03:31	.aniview.com	aniC	1736236758084-172029041243-000288-004-003874	2025-01-07 07:59:17	2025-01-27 07:59:17	/
2025-01-07 08:03:31	.adnxs.com	anj	dTM7k!M4/YCxrEQF']wIg2GVLuXx@R!]tbP6j2F-.aDabByFnKcy:+kgkdff?Z2zikD5F:=b7P^hg'oY*qF1`*b`<1(v3ka	2025-01-07 07:59:20	2025-04-07 07:59:20	/
2025-01-07 07:59:21	.linkedin.com	bcookie	"""v=2&fa9685a3-8226-46a5-8c8a-29b035468b9c"""	2025-01-07 07:59:20	2026-01-07 07:59:21	/
2025-01-07 07:59:17	.bidr.io	bitoIsSecure	ok	2025-01-07 07:59:17	2026-02-06 02:59:17	/
2025-01-07 07:59:18	.ladsp.com	cr	1	2025-01-07 07:59:18	2025-01-07 08:59:18	/
2025-01-07 08:03:31	.pasteboard.co	cto_bidid	3FA4TV84OHJDMWpsTHFUMVBNM3I3SVpNTnQxV21JZjkzTVp0aFZ3YzJMUGtqNmElMkY5QThBZzZxZVJtREMlMkZIcGtTUENHUGxUZEd0SGpWeEw2eGtLZmNqT0xpM1ElM0QlM0Q	2025-01-07 07:59:10	2026-01-31 23:59:08	/
2025-01-07 08:03:31	.pasteboard.co	cto_bundle	vdzzHl9iSXdtdzclMkJsTms5bmJYRzJyb0ZYSyUyRnoxRldDeXhpM2dqZkpQZWZsVjNsUXhCd0szNVNqaTFvN3ZRcUU5JTJCb1E2JTJCYmNTZ2xuaFhiSExHV3RRcjB6MFcweVRwSk4wYWJhWG9uTUs3SkJidmhrbFZBdzg2SVhMRnlMbWclMkIyQjNyVnM	2025-01-07 07:59:10	2026-01-31 23:59:08	/
2025-01-07 07:59:21	.demdex.net	demdex	65613045472992461020051070870555664305	2025-01-07 07:59:21	2025-07-06 07:59:21	/
2025-01-07 07:59:21	.pippio.com	did	FGooQMMZK1Dx7NUM	2025-01-07 07:59:21	2026-01-07 07:59:21	/
2025-01-07 07:59:21	.pippio.com	didts	1736236762	2025-01-07 07:59:21	2026-01-07 07:59:21	/
2025-01-07 07:59:21	.dpm.demdex.net	dpm	65613045472992461020051070870555664305	2025-01-07 07:59:21	2025-07-06 07:59:21	/
2025-01-07 07:59:20	.id5-sync.com	id5	3384dbfc-5665-7958-97ce-f21e400238ca#1736236750174#5	2025-01-07 07:59:20	2025-04-07 07:59:20	/
2025-01-07 07:59:21	.linkedin.com	li_sugr	6bad7391-9884-4fda-b17e-d5c30357d8a4	2025-01-07 07:59:21	2025-04-07 07:59:21	/
2025-01-07 07:59:20	.linkedin.com	lidc	"""b=TGST05:s=T:r=T:a=T:p=T:g=3184:u=1:x=1:i=1736236761:t=1736323161:v=2:sig=AQHfQH2QesKveX9d2lKPd_KnqjqTW_eW"""	2025-01-07 07:59:20	2025-01-08 07:59:21	/
2025-01-07 07:59:21	.lijit.com	ljt_reader	J9f_AQZHwVDOgAiQTNeJlNYH	2025-01-07 07:59:21	2026-01-07 07:59:21	/
2025-01-07 07:59:18	.ladsp.com	lum	CIT1mf7DMhIFCAMQ0AU	2025-01-07 07:59:18	2026-02-11 07:59:18	/
2025-01-07 08:03:31	.pasteboard.co	ncmp.domain	pasteboard.co	2025-01-07 07:59:11	2026-01-07 07:59:11	/
2025-01-07 08:03:31	pasteboard.co	nitro-uid	%7B%22TDID%22%3A%22733a254c-112c-4202-9121-797e18c07352%22%2C%22TDID_LOOKUP%22%3A%22FALSE%22%2C%22TDID_CREATED_AT%22%3A%222025-01-07T07%3A59%3A09%22%7D	2025-01-07 07:59:10	2025-03-08 07:59:10	/
2025-01-07 08:03:31	pasteboard.co	nitro-uid_cst	TyylLI8srA%3D%3D	2025-01-07 07:59:10	2025-03-08 07:59:10	/
2025-01-07 07:59:21	.pippio.com	nnls		2025-01-07 07:59:21	2025-03-08 07:59:21	/
2025-01-07 07:59:21	.a-mo.net	pamuid2	16a4542a-c2f6-4a85-b349-23160c02765c	2025-01-07 07:59:21	2026-01-07 07:59:21	/
2025-01-07 08:03:31	.pasteboard.co	panoramaId	bd6e31b577c09d48fbbb4dcedfaa185ca02c16e58e9197528fd65b066dc9a139	2025-01-07 07:59:14	2025-01-14 07:59:15	/
2025-01-07 08:03:31	.pasteboard.co	panoramaIdType	panoDevice	2025-01-07 07:59:15	2025-01-14 07:59:16	/
2025-01-07 08:03:31	.pasteboard.co	panoramaId_expiry	1736841555632	2025-01-07 07:59:14	2025-01-14 07:59:15	/
2025-01-07 07:59:17	.openx.net	pd	v2|1736236758|jElYiuvOhI	2025-01-07 07:59:17	2025-01-22 07:59:17	/
2025-01-07 07:59:21	.prebid.a-mo.net	psd_amuid2	16a4542a-c2f6-4a85-b349-23160c02765c	2025-01-07 07:59:21	2026-01-07 07:59:21	/
2025-01-07 07:59:21	.pippio.com	pxrc	CAA=	2025-01-07 07:59:21	2025-03-08 07:59:21	/
2025-01-07 07:59:18	.srv.stackadapt.com	sa-user-id	s%3A0-4df177f7-389d-54c3-6b42-9ca9b088183d.f%2Bn0W1bTHOoPHrdNKIKgXqxlw6YFlnN25kbQ4VBOKP4	2025-01-07 07:59:18	2026-01-07 07:59:18	/
2025-01-07 07:59:18	sync.srv.stackadapt.com	sa-user-id	s%3A0-4df177f7-389d-54c3-6b42-9ca9b088183d.f%2Bn0W1bTHOoPHrdNKIKgXqxlw6YFlnN25kbQ4VBOKP4	2025-01-07 07:59:18	2026-01-07 07:59:18	/
2025-01-07 07:59:18	.srv.stackadapt.com	sa-user-id-v2	s%3ATfF39zidVMNrQpypsIgYPasHR5M.S4%2FgHBuJsqNUV%2F2szfcmIyZyB6r7aUfHp3QNgvFVqlg	2025-01-07 07:59:18	2026-01-07 07:59:18	/
2025-01-07 07:59:18	sync.srv.stackadapt.com	sa-user-id-v2	s%3ATfF39zidVMNrQpypsIgYPasHR5M.S4%2FgHBuJsqNUV%2F2szfcmIyZyB6r7aUfHp3QNgvFVqlg	2025-01-07 07:59:18	2026-01-07 07:59:18	/
2025-01-07 07:59:18	.srv.stackadapt.com	sa-user-id-v3	s%3AAQAKIP4c8yYL0QcF--mgBGNjk734kvssBlGS23vIWoQuufLDEAIYAyDXvfO7BjABOgQtuyGsQgTZKZtM.ng%2B2JcZd483WlhVtUZHnZ0XlLLtPpIonF4KzlZTVGKI	2025-01-07 07:59:18	2026-01-07 07:59:18	/
2025-01-07 07:59:18	sync.srv.stackadapt.com	sa-user-id-v3	s%3AAQAKIP4c8yYL0QcF--mgBGNjk734kvssBlGS23vIWoQuufLDEAIYAyDXvfO7BjABOgQtuyGsQgTZKZtM.ng%2B2JcZd483WlhVtUZHnZ0XlLLtPpIonF4KzlZTVGKI	2025-01-07 07:59:18	2026-01-07 07:59:18	/
2025-01-07 07:59:21	.prebid.a-mo.net	sd_amuid2	16a4542a-c2f6-4a85-b349-23160c02765c	2025-01-07 07:59:21	2026-01-07 07:59:21	/
2025-01-07 07:59:18	.ladsp.com	smn_uid	xdVLeI4rBWAACUcGM5vqUChol76goFY	2025-01-07 07:59:18	2026-02-11 07:59:18	/
2025-01-07 07:59:20	.simpli.fi	suid	26AAF23BC3C04A0783615B98B7D7FF83	2025-01-07 07:59:20	2026-01-08 07:59:20	/
2025-01-07 08:03:31	.adnxs.com	uids	eyJ0ZW1wVUlEcyI6eyJydWJpY29uIjp7InVpZCI6Ik01TTZKOVBZLTIxLTVGV1YiLCJleHBpcmVzIjoiMjAyNS0wNC0wN1QwNzo1OToyMloifX0sImJpcnRoZGF5IjoiMjAyNS0wMS0wN1QwNzo1OToyMloifQ==	2025-01-07 07:59:20	2025-04-07 07:59:20	/
2025-01-07 07:59:18	.openx.net	univ_id	537072971|733a254c-112c-4202-9121-797e18c07352|1736236759354962	2025-01-07 07:59:18	2025-01-22 07:59:18	/
2025-01-07 07:59:18	.csync.loopme.me	viewer_token	660eb5f8-ff36-4942-8a6d-e8cbd389fd66	2025-01-07 07:59:18	2025-04-07 07:59:18	/
2025-01-07 08:03:31	.media.net	visitor-id	3792383578101127000V10	2025-01-07 07:59:16	2026-01-07 07:59:16	/
2025-01-07 08:03:31	apex.go.sonobi.com		receive-cookie-deprecation: 1	2025-01-07 07:59:20		/
2025-01-07 08:03:29	.aniview.com	1_C_212	af53ef98-7e9f-4f53-9ea2-98a5bf417cba	2025-01-07 07:59:36	2025-01-17 07:59:36	/
2025-01-07 07:59:36	sync.aniview.com	1_C_212	af53ef98-7e9f-4f53-9ea2-98a5bf417cba	2025-01-07 07:59:36	2025-01-17 07:59:36	/
2025-01-07 07:59:25	.id5-sync.com	3pi	112#1736236762580#-1685680599#C9AF0EC0D43096CE|19#1736236762971#26842197|3#1736236765019#500444065|1221#1736236766348#858692284|264#1736236759446#124559793#733a254c-112c-4202-9121-797e18c07352|10#1736236760639#-1071356613#19105041352111759|123#1736236766348#-933790165|285#1736236761991#-479821222#M5M6J9PY-21-5FWV	2025-01-07 07:59:25	2025-04-07 07:59:25	/
2025-01-07 07:59:23	.yahoo.com	A3	d=AQABBNnefGcCEN2zQtq19peNfC00BPI5bcgFEgEBAQEwfmeGZwAAAAAA_eMAAA&S=AQAAAnpGWkUPHpbGP6EmikF85OE	2025-01-07 07:59:20	2026-01-07 13:59:23	/
2025-01-07 08:03:31	.casalemedia.com	CMID	Z3ze1YsFVjUAAARYBHXoyQAA	2025-01-07 07:59:16	2026-01-07 07:59:30	/
2025-01-07 08:03:31	.casalemedia.com	CMPRO	4973	2025-01-07 07:59:16	2025-04-07 07:59:30	/
2025-01-07 08:00:54	.pubmatic.com	DPSync4	1736812800%3A164%7C1737417600%3A197_226_245%7C1736294400%3A248	2025-01-07 07:59:22	2025-04-07 07:59:22	/
2025-01-07 07:59:26	.dotomi.com	DotomiTest	690f0617db172267	2025-01-07 07:59:26	2025-01-07 07:59:56	/
2025-01-07 08:03:31	.go.sonobi.com	HAPLB3G	s35122|Z3ze6	2025-01-07 07:59:32		/
2025-01-07 07:59:23	.analytics.yahoo.com	IDSYNC	18z8~2mtj	2025-01-07 07:59:23	2026-01-07 07:59:23	/
2025-01-07 07:59:24	.imrworldwide.com	IMRID	50489230-cccd-11ef-a600-ab6314e23650	2025-01-07 07:59:24	2026-02-01 07:59:24	/
2025-01-07 07:59:25	bh.contextweb.com	INGRESSCOOKIE	8e76489dc661f462	2025-01-07 07:59:25		/
2025-01-07 08:00:54	.pubmatic.com	KADUSERCOOKIE	704405FA-3D14-4F64-B233-65CCB9C30362	2025-01-07 07:59:18	2026-01-07 07:59:22	/
2025-01-07 08:00:54	.pubmatic.com	KRTBCOOKIE_1290	23368-17jaxkrcauc3	2025-01-07 07:59:23	2025-02-06 07:59:23	/
2025-01-07 08:00:54	.pubmatic.com	KRTBCOOKIE_153	19420-tfbCO-ekkTuu9s0-svfYYOHzlGquoJFs5_nouWbq&KRTB&22979-tfbCO-ekkTuu9s0-svfYYOHzlGquoJFs5_nouWbq&KRTB&23462-tfbCO-ekkTuu9s0-svfYYOHzlGquoJFs5_nouWbq&KRTB&23661-tfbCO-ekkTuu9s0-svfYYOHzlGquoJFs5_nouWbq	2025-01-07 07:59:23	2025-04-07 07:59:23	/
2025-01-07 08:00:54	.pubmatic.com	KRTBCOOKIE_218	22978-Z3ze3AAQpSftpAAX&KRTB&23194-Z3ze3AAQpSftpAAX&KRTB&23209-Z3ze3AAQpSftpAAX&KRTB&23244-Z3ze3AAQpSftpAAX	2025-01-07 07:59:23	2025-04-07 07:59:23	/
2025-01-07 08:00:54	.pubmatic.com	KRTBCOOKIE_22	14911-2996494912675338205&KRTB&23150-2996494912675338205&KRTB&23527-2996494912675338205&KRTB&23629-2996494912675338205	2025-01-07 07:59:24	2025-02-06 07:59:24	/
2025-01-07 08:00:54	.pubmatic.com	KRTBCOOKIE_27	16735-uid:24bd677c-dedd-4c00-a7da-6ace73157ba3	2025-01-07 07:59:24	2025-04-07 07:59:24	/
2025-01-07 08:00:54	.pubmatic.com	KRTBCOOKIE_391	22924-19105041352111759&KRTB&23231-19105041352111759&KRTB&23263-19105041352111759&KRTB&23481-19105041352111759	2025-01-07 07:59:25	2025-02-06 07:59:25	/
2025-01-07 08:00:54	.pubmatic.com	KRTBCOOKIE_466	16530-50b3902a-8d31-4204-b198-e8939a4c5219&KRTB&23280-50b3902a-8d31-4204-b198-e8939a4c5219	2025-01-07 07:59:25	2025-04-07 07:59:25	/
2025-01-07 08:00:54	.pubmatic.com	KRTBCOOKIE_57	23339-2362986338892558682&KRTB&22776-2362986338892558682	2025-01-07 07:59:23	2025-04-07 07:59:23	/
2025-01-07 08:00:54	.pubmatic.com	KRTBCOOKIE_632	23041-7KFHkhjHsjptOC2ZRvDDuVchSVd3lVOWRDTAvuhhjno&KRTB&23047-7KFHkhjHsjptOC2ZRvDDuVchSVd3lVOWRDTAvuhhjno&KRTB&23234-7KFHkhjHsjptOC2ZRvDDuVchSVd3lVOWRDTAvuhhjno&KRTB&23361-7KFHkhjHsjptOC2ZRvDDuVchSVd3lVOWRDTAvuhhjno	2025-01-07 07:59:26	2025-02-06 07:59:26	/
2025-01-07 07:59:25	.eyeota.net	SERVERID	18506~DM	2025-01-07 07:59:24	2025-01-07 08:09:25	/
2025-01-07 07:59:26	.semasio.net	SEUNCY	C9AF0EC0D43096CE	2025-01-07 07:59:20	2026-01-07 07:59:26	/
2025-01-07 08:00:54	.pubmatic.com	SPugT	1736236765	2025-01-07 07:59:25	2025-02-06 07:59:25	/
2025-01-07 08:00:54	.pubmatic.com	SyncRTB4	1736812800%3A223_2%7C1737417600%3A247_22_220_7_266_56_270_201_71_3_21_13_54_8_254%7C1737072000%3A63	2025-01-07 07:59:22	2025-04-07 07:59:22	/
2025-01-07 08:03:31	.adsrvr.org	TDCPM	CAESGwoMc2hhcmV0aHJvdWdoEgsIivziiOe-1z0QBRIWCgdydWJpY29uEgsIxM6umue-1z0QBRIXCghwdWJtYXRpYxILCIqV3J7nvtc9EAUSEgoDYWFtEgsIkLz7q-e-1z0QBRIWCgdzdng5dDUwEgsIhuaop-e-1z0QBRIVCgZnb29nbGUSCwi-tdzE577XPRAFEhYKB2xod2JrNTkSCwjW3NzE577XPRAFGAEgASgCMgsIxsizlP6-1z0QBTgBWgZzb25vYmlgAg..	2025-01-07 07:59:27	2026-01-07 07:59:27	/
2025-01-07 08:03:31	.adsrvr.org	TDID	733a254c-112c-4202-9121-797e18c07352	2025-01-07 07:59:08	2026-01-07 07:59:27	/
2025-01-07 07:59:30	.tapad.com	TapAd_3WAY_SYNCS	1!175-2!175	2025-01-07 07:59:30	2025-03-08 07:59:30	/
2025-01-07 07:59:30	.tapad.com	TapAd_DID	9d44dc83-4d16-4ba2-99d6-6e06808fae69	2025-01-07 07:59:23	2025-03-08 07:59:30	/
2025-01-07 07:59:30	.tapad.com	TapAd_TS	1736236764873	2025-01-07 07:59:23	2025-03-08 07:59:30	/
2025-01-07 07:59:32	.smartadserver.com	TestIfCookieP	ok	2025-01-07 07:59:32	2026-02-07 07:59:32	/
2025-01-07 07:59:25	.contextweb.com	V	LSimLCcK9Fft	2025-01-07 07:59:25	2026-01-02 07:59:25	/
2025-01-07 07:59:32	.bfmio.com	__191_cid	af53ef98-7e9f-4f53-9ea2-98a5bf417cba	2025-01-07 07:59:32	2026-01-07 07:59:32	/
2025-01-07 07:59:25	.temu.com	__cf_bm	odVVf6j2pZAhL5bX1Pl2lx0tHQEs3H51RkQm_NZVZqU-1736236766-1.0.1.1-ZvLC.xssO8190c24WjWw.WcUyBEo_vhusGdAXyWCRCRHD6vvF2IkKIAr3IWYcskhssbhS.Nk2oxrCPtYrEIgqg	2025-01-07 07:59:25	2025-01-07 08:29:25	/
2025-01-07 07:59:24	.eskimi.com	__eConsent	1	2025-01-07 07:59:24	2025-02-06 07:59:24	/
2025-01-07 07:59:24	.eskimi.com	__eDId	afd8b1f3-5c6f-4323-a903-e6f9e33f2e15	2025-01-07 07:59:24	2025-02-06 07:59:24	/
2025-01-07 07:59:32	.bfmio.com	__io_cid	76e1b67b4467ea5aadd4aeb5082331a1345b3820	2025-01-07 07:59:32	2026-01-07 07:59:32	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_bs	4ae0164e-f014-498e-ad7c-fee9aeed6f3f-677cded7-5553	2025-01-07 07:59:27	2026-01-07 07:59:26	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_bw	50b3902a-8d31-4204-b198-e8939a4c5219	2025-01-07 07:59:27	2026-01-07 07:59:27	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_cx	1	2025-01-07 07:59:32	2025-02-08 19:59:31	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_td	733a254c-112c-4202-9121-797e18c07352	2025-01-07 07:59:28	2026-01-07 07:59:27	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_tu	d52cff7a-1711-4a1f-94c6-7707870bf70f	2025-01-07 07:59:26	2026-01-07 07:59:25	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_z1	1	2025-01-07 07:59:32	2025-01-08 07:59:31	/
2025-01-07 08:03:31	.go.sonobi.com	__uin_zt	1975461781627923964	2025-01-07 07:59:26	2026-01-07 07:59:25	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_bs	273597865019573199	2025-01-07 07:59:27	2025-02-08 19:59:26	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_bw	273597869314540496	2025-01-07 07:59:27	2025-04-07 07:59:27	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_cx	63701972	2025-01-07 07:59:32	2025-01-20 07:59:31	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_td	273597869314540496	2025-01-07 07:59:28	2025-04-07 07:59:27	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_tu	273597860724605902	2025-01-07 07:59:26	2025-02-08 19:59:25	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_z1	63701972	2025-01-07 07:59:32	2025-01-07 17:35:31	/
2025-01-07 08:03:31	.go.sonobi.com	__uir_zt	273597860724605902	2025-01-07 07:59:26	2025-02-08 19:59:25	/
2025-01-07 08:03:31	.go.sonobi.com	__uis	d52cff7a-1711-4a1f-94c6-7707870bf70f	2025-01-07 07:59:20	2026-01-07 07:59:34	/
2025-01-07 07:59:23	.ambientdsp.com	_aGeoIp	TH-Bangkok	2025-01-07 07:59:23	2025-01-08 07:59:23	/
2025-01-07 07:59:23	.ambientdsp.com	_aUID	17jaxkrcauc3	2025-01-07 07:59:23	2026-02-11 07:59:23	/
2025-01-07 07:59:27	.1rx.io	_rxuuid	%7B%22rx_uuid%22%3A%22RX-b3bd4a23-f796-4749-aee8-97510bccc61b-004%22%7D	2025-01-07 07:59:27	2026-01-07 07:59:27	/
2025-01-07 07:59:28	.targeting.unrulymedia.com	_rxuuid	%7B%22rx_uuid%22%3A%22RX-b3bd4a23-f796-4749-aee8-97510bccc61b-004%22%7D	2025-01-07 07:59:18	2026-01-07 07:59:28	/
2025-01-07 07:59:27	.sitescout.com	_ssuma	eyIyNiI6MTczNjIzNjc2NjMwOCwiMzkiOjE3MzYyMzY3NjYzMDgsIjciOjE3MzYyMzY3NjYzMDgsIjQxIjoxNzM2MjM2NzU5NDQxfQ	2025-01-07 07:59:25	2025-02-06 07:59:28	/
2025-01-07 08:03:31	.amazon-adsystem.com	ad-id	A1sGH0g55EEviRLsbS-dais	2025-01-07 07:59:14	2025-10-01 07:59:26	/
2025-01-07 08:03:31	.amazon-adsystem.com	ad-privacy	0	2025-01-07 07:59:14	2026-02-11 07:59:26	/
2025-01-07 07:59:27	.rubiconproject.com	audit	1|WD0cx+9RTMKHmOc30ZxD6hyx3pJulHLDiIEJv6pgKCstKko9TbDMMq51vnESUljBCH08tVxD4PTMboWaW1ii7RUfxEvbVM1dPYxpBn1en1o=	2025-01-07 07:59:27	2026-01-07 07:59:27	/
2025-01-07 07:59:24	.bidr.io	bito	AAICJE7O-b4AABWyGPFzhg	2025-01-07 07:59:17	2026-02-06 02:59:24	/
2025-01-07 07:59:23	.bidswitch.net	c	1736236764	2025-01-07 07:59:23	2026-01-07 07:59:23	/
2025-01-07 07:59:24	.sportradarserving.com	c	1736236765	2025-01-07 07:59:24	2026-01-06 07:59:24	/
2025-01-07 08:00:54	.pubmatic.com	chkChromeAb67Sec	2	2025-01-07 07:59:22	2025-04-07 07:59:22	/
2025-01-07 07:59:34	.smartadserver.com	csync	154:af53ef98-7e9f-4f53-9ea2-98a5bf417cba	2025-01-07 07:59:32	2025-04-07 07:59:35	/
2025-01-07 07:59:24	.ipredictive.com	cu	6541261d-8bfd-4f8c-8005-5963d7fa4e63|1736236762867	2025-01-07 07:59:21	2026-01-07 07:59:24	/
2025-01-07 08:03:31	.media.net	data-bs	50b3902a-8d31-4204-b198-e8939a4c5219~~1	2025-01-07 07:59:26	2026-01-06 07:59:26	/
2025-01-07 08:03:31	.media.net	data-c	61b73b66-e41c-4246-b7c6-f9b8d287495e~~1	2025-01-07 07:59:26	2025-02-06 07:59:26	/
2025-01-07 08:03:31	.media.net	data-c-ts	1736236767	2025-01-07 07:59:26	2025-02-06 07:59:26	/
2025-01-07 08:03:31	.media.net	data-co	AQAKGW03Cdq5xAJmq8WDAQEBAQEBAQCVPseZNAEBAJU-x5k0~~8	2025-01-07 07:59:26	2026-01-06 07:59:26	/
2025-01-07 08:03:31	.media.net	data-exp	setstatuscode~~1	2025-01-07 07:59:29	2025-01-14 07:59:29	/
2025-01-07 08:03:31	.media.net	data-g	CAESEMIshffdNkigB1ZM_9erB9k~~8	2025-01-07 07:59:25	2025-01-21 07:59:25	/
2025-01-07 08:03:31	.media.net	data-iqm	af53ef98-7e9f-4f53-9ea2-98a5bf417cba~~3	2025-01-07 07:59:30	2026-01-07 07:59:30	/
2025-01-07 08:03:31	.media.net	data-o	bfebdd90-3f5e-0a4f-202c-31ee57edd607~~8	2025-01-07 07:59:26	2026-01-06 07:59:26	/
2025-01-07 08:03:31	.media.net	data-p	LSimLCcK9Fft~~8	2025-01-07 07:59:26	2025-12-23 07:59:26	/
2025-01-07 08:03:31	.media.net	data-r	M5M6J9PY-21-5FWV~~1	2025-01-07 07:59:26	2025-07-06 07:59:26	/
2025-01-07 08:03:31	.media.net	data-r1	RX-b3bd4a23-f796-4749-aee8-97510bccc61b-004~~8	2025-01-07 07:59:28	2026-01-06 07:59:28	/
